Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_464.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_480.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_497.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_513.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_531.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_546.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_564.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_580.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_597.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_631.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_632.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_647.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_663.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_680.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_697.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_713.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_730.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_747.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_764.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_780.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_797.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_813.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_830.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_862.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_865.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_879.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_897.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_913.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_931.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_947.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_963.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_995.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_29_998.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_30_013.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_30_030.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_30_046.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_30_064.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_30_080.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_30_097.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_30_130.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_30_132.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_30_147.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_30_163.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_30_180.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_30_197.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_30_214.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_30_231.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_30_263.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_30_265.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_30_280.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_30_296.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_30_313.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_30_330.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_30_347.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_30_363.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_35_461.jpg;0;0;0;0;115.6162;150.0558;359.8398;88.53344;359.9622
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_35_512.jpg;0;0;0;0;115.616;150.0558;359.8379;88.54979;359.962
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_35_561.jpg;0;0;0;0;115.616;150.0558;359.8391;88.55194;359.9541
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_35_612.jpg;0;0;0;0;115.616;150.0558;359.8431;88.54696;359.9336
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_35_661.jpg;0;0;0;0;115.616;150.0558;359.8455;88.5487;359.9179
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_35_711.jpg;0;0;0;0;115.6159;150.0558;359.8484;88.55785;359.8922
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_35_761.jpg;0;0;0;0;115.6158;150.0558;359.8506;88.56062;359.872
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_35_812.jpg;2.257385;0;0;-0.01095534;115.6159;150.0558;359.8581;88.80894;359.831
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_35_878.jpg;4.508339;0;0.09982608;-0.0127374;115.616;150.0557;359.8687;89.14995;359.7845
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_35_928.jpg;7.505764;0;0.2996544;-0.01406144;115.6161;150.0557;359.8828;89.13161;359.7335
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_35_978.jpg;9.746891;0;0.4490628;-0.01462876;115.6162;150.0557;359.8931;89.12061;359.6984
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_36_045.jpg;12.00828;0;0.5998224;-0.01602126;115.6162;150.0557;359.9373;89.11509;359.6371
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_36_094.jpg;15;0;0.799626;-0.01548681;115.6161;150.0557;359.9576;89.11685;359.6111
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_36_144.jpg;15;0;0.9484999;-0.01309752;115.6161;150.0557;359.9837;89.11574;359.5749
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_36_194.jpg;15;0;1;-0.01168844;115.6161;150.0557;-0.002482169;89.11786;359.5544
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_36_245.jpg;15;0;1;0;115.616;150.0557;0.01323903;89.12547;359.5288
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_36_295.jpg;15;0;1;0;115.616;150.0557;0.02175006;89.12626;359.5128
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_36_344.jpg;15;0;1;0;115.616;150.0557;0.03111231;89.12645;359.4916
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_36_394.jpg;15;0;1;0;115.616;150.0557;0.03492841;89.12782;359.4801
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_36_445.jpg;15;0;1;0;115.6159;150.0557;0.03678089;89.13586;359.4675
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_36_495.jpg;15;0;1;0;115.6159;150.0557;0.0369544;89.13747;359.4596
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_36_545.jpg;15;0;1;0;115.6159;150.0557;0.03586306;89.13583;359.4487
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_36_595.jpg;0;0;0;0;115.6159;150.0557;0.02792191;89.9015;359.4456
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_36_643.jpg;0;0;0;0;115.6159;150.0557;0.02658841;89.90149;359.4517
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_36_694.jpg;0;0;0;0;115.6159;150.0557;0.02544295;89.90147;359.4618
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_36_744.jpg;0;0;0;0;115.6159;150.0557;0.0234092;89.90146;359.4851
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_36_794.jpg;0;0;0;0;115.6159;150.0557;0.0218772;89.90145;359.5055
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_36_844.jpg;0;0;0;0.01093794;115.6159;150.0557;0.01936737;89.90144;359.5423
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_36_894.jpg;0;0;0;0.01221415;115.6159;150.0557;0.01758338;89.90144;359.5703
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_36_944.jpg;0;0;0;0.01330128;115.6159;150.0557;0.01479031;89.90143;359.6167
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_36_994.jpg;0;0;0;0.01458098;115.6159;150.0557;0.01287829;89.90142;359.6497
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_37_045.jpg;0;0;0.1489798;-0.01572772;115.616;150.0567;0.03183041;89.92267;359.7017
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_37_095.jpg;0;0;0.3060947;0.01600697;115.616;150.0567;0.02861897;89.92302;359.7373
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_37_145.jpg;0;0;0.4487328;0.01611556;115.616;150.0567;0.02363695;89.92297;359.7911
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_37_211.jpg;0;0;0.5991315;0.01610452;115.616;150.0567;0.01856259;89.92294;359.8444
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_37_260.jpg;0;0;0.7991987;0.01564953;115.6161;150.0567;0.01517975;89.92292;359.8792
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_37_311.jpg;0;0;0;0.015227;115.6161;150.0567;0.01017948;89.9229;359.9294
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_37_360.jpg;0;0;0;0.01438113;115.6161;150.0567;0.006933777;89.92289;359.9612
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_37_411.jpg;0;0;0;0.01369329;115.6161;150.0568;0.002259105;89.92288;0.005996252
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_37_460.jpg;0;0;0;0.01250627;115.6162;150.0568;-0.0006966756;89.92288;0.03361377
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_37_511.jpg;0;0;0;0.01162893;115.6162;150.0568;-0.004840862;89.92289;0.07131241
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_37_578.jpg;0;0.1001475;0;0.01113028;115.6162;150.0568;359.9922;89.90726;0.1042159
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_37_628.jpg;0;0.2995263;0;0;115.6163;150.0569;359.9913;89.81165;0.1320312
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_37_678.jpg;0;0.4494212;0;0.019042;115.6163;150.0587;0.02655528;89.77387;0.1477702
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_37_727.jpg;0;0.6007091;0;0.04413551;115.6164;150.0626;0.1053841;89.60804;0.1670134
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_37_777.jpg;0;0.7492124;0;0.03709532;115.6164;150.0647;0.1424753;89.65693;0.1763451
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_37_826.jpg;0;0.8991443;0;0.06801162;115.6164;150.0701;0.2397913;89.69066;0.1883084
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_37_877.jpg;0;1;0;0.06610661;115.6165;150.0738;0.2939883;89.71846;0.1873966
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_37_928.jpg;0;1;0;0.07744789;115.6163;150.0804;0.3769329;89.689;0.2083295
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_37_978.jpg;0;1;0;0.1161427;115.6159;150.0863;0.442753;89.67132;0.2353953
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_38_027.jpg;0;1;0;0.1474783;115.6153;150.0969;0.5483443;89.63174;0.2946916
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_38_076.jpg;0;1;0;0.1333804;115.6149;150.1035;0.5851494;89.58543;0.3433373
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_38_127.jpg;0;1;0;0.1925661;115.6143;150.1151;0.6206336;89.4643;0.4255168
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_38_177.jpg;0;1;0;0.1983651;115.6135;150.1218;0.5432416;89.35172;0.4840615
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_38_227.jpg;0;1;0;0.2099041;115.6128;150.1307;0.2930411;89.14534;0.5434615
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_38_278.jpg;0;1;0;0.2448078;115.6126;150.1376;0.114913;89.02537;0.5716851
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_38_343.jpg;0;1;0;0.2892209;115.6116;150.1558;359.8539;88.90764;0.6423212
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_38_394.jpg;0;1;0;0.2966351;115.6112;150.1658;359.7395;88.96062;0.6820529
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_38_444.jpg;0.7450469;1;0;0.3375976;115.6104;150.1838;359.6125;88.90031;0.7610148
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_38_493.jpg;3.09183;1;0;0.3465174;115.6096;150.195;359.4709;88.76696;0.8182657
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_38_544.jpg;5.219707;1;0;0.3765653;115.608;150.2123;359.1928;88.91631;0.9089761
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_38_593.jpg;7.496084;1;0;0.3686973;115.6067;150.224;358.9926;89.05571;0.9785001
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_38_643.jpg;9.019913;1;0;0.4060144;115.604;150.243;358.7009;89.36597;1.129412
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_38_693.jpg;11.99644;1;0;0.3898992;115.6027;150.2564;358.5629;89.64465;1.229381
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_38_743.jpg;14.20145;1;0;0.3935625;115.5993;150.2767;358.3743;89.90962;1.398473
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_38_793.jpg;15;1;0;0.3934746;115.5969;150.2904;358.2682;90.17593;1.494255
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_38_843.jpg;15;1;0;0.3825298;115.5935;150.3098;358.093;90.54944;1.61029
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_38_893.jpg;15;1;0;0.3595325;115.5912;150.3216;357.9559;90.76559;1.673447
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_38_944.jpg;15;1;0;0.3547627;115.5872;150.3384;357.7336;91.1456;1.771313
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_38_994.jpg;15;1;0;0.3481239;115.5846;150.3497;357.6012;91.38943;1.81354
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_39_044.jpg;15;1;0;0.3562394;115.5825;150.3698;357.5906;91.94992;1.709629
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_39_094.jpg;15;1;0;0.3670954;115.579;150.3847;357.6275;92.40369;1.680698
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_39_144.jpg;15;1;0;0.3864135;115.5721;150.405;357.5542;93.09775;1.764375
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_39_210.jpg;15;1;0;0.3687947;115.5671;150.4249;357.4824;93.74496;1.781996
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_39_260.jpg;15;1;0;0.3764646;115.5629;150.4381;357.4265;94.20987;1.823787
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_39_311.jpg;15;1;0;0.3677785;115.5563;150.4577;357.3385;94.89816;1.8864
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_39_360.jpg;15;1;0;0.3714656;115.5523;150.471;357.2854;95.32111;1.914202
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_39_410.jpg;15;1;0;0.3714196;115.5457;150.4909;357.2045;95.9707;1.966155
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_39_460.jpg;15;1;0;0.3717308;115.5406;150.5029;357.1106;96.43161;2.036388
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_39_511.jpg;15;1;0;0.3749863;115.5338;150.5222;357.0227;97.04367;2.079293
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_39_560.jpg;15;1;0;0.3665427;115.5296;150.5355;356.9903;97.47235;2.080021
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_39_610.jpg;15;1;0;0.3764648;115.5224;150.5552;356.935;98.16296;2.110899
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_39_660.jpg;15;1;0;0.3586999;115.5175;150.5676;356.8817;98.5636;2.129332
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_39_711.jpg;15;1;0;0.3790737;115.5102;150.5891;356.9275;99.39633;2.095422
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_39_777.jpg;15;1;0;0.4225717;115.502;150.6169;357.261;100.2468;1.890334
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_39_826.jpg;15;1;0;0.4477199;115.4893;150.6458;357.6022;101.3766;1.829023
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_39_877.jpg;15;1;0;0.4829597;115.4812;150.6694;357.9894;102.1563;1.676815
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_39_936.jpg;15;1;0;0.5112406;115.4641;150.7031;358.484;103.5579;1.631228
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_39_994.jpg;15;1;0;0.5607542;115.4444;150.7472;359.2266;104.825;1.595901
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_40_060.jpg;15;1;0;0.7718089;115.4186;150.8043;0.2086824;105.8419;1.678666
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_40_127.jpg;15;1;0;0.8001013;115.3827;150.8852;1.625152;107.3368;1.698787
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_40_176.jpg;15;1;0;0.8864223;115.3686;150.926;2.126356;107.9136;1.398139
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_40_227.jpg;15;1;0;0.9311282;115.3442;150.985;2.700423;109.0699;0.9232716
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_40_277.jpg;12.72078;1;0;0.9660468;115.3262;151.0228;2.934438;109.6851;0.6516593
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_40_327.jpg;10.46411;1;0;0.98041;115.2994;151.0781;3.121755;110.1888;0.3278895
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_40_377.jpg;8.206914;1;0;0.9888769;115.2823;151.114;3.13408;110.3645;0.1511718
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_40_427.jpg;5.975837;1;0;1.044139;115.2553;151.1689;3.0506;110.6184;359.9872
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_40_476.jpg;3.729002;1;0;1.085253;115.2367;151.2051;2.857109;110.6357;359.9925
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_40_527.jpg;1.48056;1;0;1.149052;115.2115;151.2604;2.394183;110.3871;0.00393346
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_40_576.jpg;0;1;0;1.201055;115.1958;151.298;1.984883;110.1951;0.004434706
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_40_627.jpg;0;1;0;1.240916;115.1729;151.3557;1.25032;109.9464;0.0002778094
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_40_677.jpg;0;1;0;1.312574;115.1566;151.3991;0.854884;109.5429;0.002816952
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_40_727.jpg;0;1;0;1.376983;115.1314;151.4696;0.3906263;109.4157;359.9655
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_40_792.jpg;0;1;0;1.408605;115.1047;151.545;0.06921405;109.4067;359.9187
C:\Users\Nexus\Documents\NANDODEGREE\IMG\robocam_2018_07_25_16_14_40_843.jpg;0.7906055;1;0;1.472167;115.076;151.6252;359.8888;109.4298;359.8936
